hlasovani_id,zasedani,cislo,datum,predmet,vysledek,zdroj_id,url,pritomno,ano,ne,zdrzel_se,nehlasoval,kontrola,omezeni,platnost_dle_zapisu,pouzitelne_pro_statistiky
Z9-10-055,Z9/10,55,2023-10-10,"53. Žádost o bezúplatný převod hrobového zařízení, návrh darovací smlouvy",Přijato,2e56193f840e2c73,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-55-33347.html,52,50,0,1,1,ok,,není označeno jako neplatné,ano
Z9-10-056,Z9/10,56,2023-10-10,54. Finanční prostředky Fondu kofinancování projektů – říjen 2023 – návrh rozpočtových opatření,Přijato,6e2d0274a678292f,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-56-33384.html,52,49,0,3,0,ok,,není označeno jako neplatné,ano
Z9-10-057,Z9/10,57,2023-10-10,"55. Projekty financované z Fondu kofinancování projektů – říjen 2023 – souhlas s realizací projektu, návrh rozpočtového opatření",Přijato,2087315367bc4029,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-57-33416.html,52,49,0,3,0,ok,,není označeno jako neplatné,ano
Z9-10-058,Z9/10,58,2023-10-10,"56. Projekt ""Kreativní učení pro děti a mládež v Knihovně Jiřího Mahena v Brně 2"" – posouzení projektu, návrh rozpočtového opatření",Přijato,f858e7aae50028e7,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-58-33586.html,52,44,6,1,1,ok,,není označeno jako neplatné,ano
Z9-10-059,Z9/10,59,2023-10-10,57. Projekt “Fotbalové centrum Brno“ – změna parametrů posouzení projektu,Přijato,aca29f7f3cac4a15,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-59-33621.html,52,50,0,1,1,ok,,není označeno jako neplatné,ano
Z9-10-060,Z9/10,60,2023-10-10,"58. Projekt ""ZŠ Bosonožská – Inovace materiálních podmínek pro rozvoj přírodovědné, informační a technické gramotnosti žáků"" – rozhodnutí o poskytnutí dotace",Přijato,17ee95aceca7cbad,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-60-33655.html,52,51,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-061,Z9/10,61,2023-10-10,"59. Projekt ""Výstavba mateřské školy v lokalitě Nad Dědinou""- rozhodnutí o poskytnutí dotace",Přijato,a21dc6274f3e130f,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-61-33687.html,52,50,0,1,1,ok,,není označeno jako neplatné,ano
Z9-10-062,Z9/10,62,2023-10-10,"60. Projekt ""Regenerace veřejného parku Trnkova – akumulační nádrž pro potřeby zálivky"" – návrh smlouvy o poskytnutí podpory",Přijato,974e7f2b53e61f19,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-62-33921.html,52,48,0,1,3,ok,,není označeno jako neplatné,ano
Z9-10-063,Z9/10,63,2023-10-10,"61. Projekt ""Aktualizace Akčního plánu pro udržitelnou energii a klima města Brna včetně emisní bilance CO2"" – návrh smlouvy o poskytnutí podpory",Přijato,6e0feabca7074dc3,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-63-34125.html,51,44,0,7,0,ok,,není označeno jako neplatné,ano
Z9-10-064,Z9/10,64,2023-10-10,"62. Projekt ""Pořízení cisternové automobilové stříkačky pro JSDH Brno-Židenice"" – návrh smlouvy o poskytnutí dotace",Přijato,9c0b3ed3180aced6,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-64-34159.html,51,48,0,1,2,ok,,není označeno jako neplatné,ano
Z9-10-065,Z9/10,65,2023-10-10,63. Návrh rozpočtového opatření – Aktualizace očekávaného plnění rozpočtu příjmů a čerpání rozpočtu kapitálových výdajů Fondu bytové výstavby v roce 2023,Přijato,f84248d68a5af05e,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-65-34193.html,52,44,0,7,1,ok,,není označeno jako neplatné,ano
Z9-10-066,Z9/10,66,2023-10-10,"64. Návrh na převod finančních prostředků do Fondu bytové výstavby, návrh rozpočtového opatření",Přijato,192f5b7f35aa351e,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-66-34223.html,52,43,0,8,1,ok,,není označeno jako neplatné,ano
Z9-10-067,Z9/10,67,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - souhlas s vystoupením fyzických osob",Přijato,c4d32edb2b3dc0c9,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-67-34345.html,52,48,0,1,3,ok,,není označeno jako neplatné,ano
Z9-10-069,Z9/10,69,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu pí Vaňkové",Přijato,0edb739d7362cb86,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-69-46217.html,51,44,0,3,4,ok,,není označeno jako neplatné,ano
Z9-10-070,Z9/10,70,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu pí Drápalové",Přijato,941e97bbce3f32ad,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-70-46403.html,50,46,0,3,1,ok,,není označeno jako neplatné,ano
Z9-10-071,Z9/10,71,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu p. Hrušky - 1. odr.",Přijato,96755e186265efbe,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-71-46585.html,51,38,0,7,6,ok,,není označeno jako neplatné,ano
Z9-10-072,Z9/10,72,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu p. Hrušky - 2. odr.",Nepřijato,2194ff8cff8de017,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-72-46710.html,50,20,3,12,15,ok,,není označeno jako neplatné,ano
Z9-10-073,Z9/10,73,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu p. Hrušky - 3. odr.",Přijato,d0183c9146febb6c,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-73-46983.html,51,40,0,6,5,ok,,není označeno jako neplatné,ano
Z9-10-074,Z9/10,74,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - prodloužení jednání",Přijato,d36400ceb1440773,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-74-47020.html,51,49,0,0,2,ok,,není označeno jako neplatné,ano
Z9-10-075,Z9/10,75,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu p. Hrušky - 4. odr.",Nepřijato,c817dcc2c75787e0,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-75-47115.html,51,22,0,12,17,ok,,není označeno jako neplatné,ano
Z9-10-076,Z9/10,76,2023-10-10,"7. Projekt OHB II – linka K1 (SAKO Brno, a. s.) - hlasování o návrhu p. Kmenta",Přijato,6f59dc727fcc8e11,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-76-47345.html,51,35,0,4,12,ok,,není označeno jako neplatné,ano
Z9-10-077,Z9/10,77,2023-10-10,65. Žádost městské části Brno-střed o předchozí souhlas s použitím části postoupených příjmů z prodeje nemovitostí k jinému účelu,Přijato,562f97f0220a6af1,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-77-52700.html,43,33,0,8,2,ok,,není označeno jako neplatné,ano
Z9-10-078,Z9/10,78,2023-10-10,66. Přehled bytů poskytnutých v celoměstském zájmu za 1. pololetí roku 2023,Přijato,25c422c3d2827e81,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-78-52732.html,44,36,6,2,0,ok,,není označeno jako neplatné,ano
Z9-10-079,Z9/10,79,2023-10-10,67. Návrh na stanovení strategických lokalit a zbytného majetku určeného ke zcizení dle „Strategie a pravidel pro nakládání s nemovitým majetkem ve vlastnictví statutárního města Brna včetně postupu dalšího nabývání nemovitého majetku“ - 1. odr.,Přijato,503ee11071113d28,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-79-52962.html,47,37,0,9,1,ok,,není označeno jako neplatné,ano
Z9-10-080,Z9/10,80,2023-10-10,67. Návrh na stanovení strategických lokalit a zbytného majetku určeného ke zcizení dle „Strategie a pravidel pro nakládání s nemovitým majetkem ve vlastnictví statutárního města Brna včetně postupu dalšího nabývání nemovitého majetku“ - odst. 2 - 1. odr.,Přijato,106332e6ca95d946,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-80-52990.html,47,38,0,9,0,ok,,není označeno jako neplatné,ano
Z9-10-081,Z9/10,81,2023-10-10,67. Návrh na stanovení strategických lokalit a zbytného majetku určeného ke zcizení dle „Strategie a pravidel pro nakládání s nemovitým majetkem ve vlastnictví statutárního města Brna včetně postupu dalšího nabývání nemovitého majetku“ - odst. 2 - 2. odr. vč. návrhu p. Grunda,Přijato,e908eda896aeea2d,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-81-53039.html,46,33,1,12,0,ok,,není označeno jako neplatné,ano
Z9-10-082,Z9/10,82,2023-10-10,67. Návrh na stanovení strategických lokalit a zbytného majetku určeného ke zcizení dle „Strategie a pravidel pro nakládání s nemovitým majetkem ve vlastnictví statutárního města Brna včetně postupu dalšího nabývání nemovitého majetku“ - odst. 3,Přijato,a303d231a355ba14,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-82-53064.html,47,34,1,12,0,ok,,není označeno jako neplatné,ano
Z9-10-083,Z9/10,83,2023-10-10,"68. Návrh zpeněžení pozemku p. č. 1124, jehož součástí je stavba – objekt k bydlení Pekařská 405/16, v k. ú. Staré Brno formou veřejné elektronické dobrovolné dražby",Přijato,f0e487b5ff3ea45f,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-83-53098.html,47,40,0,6,1,ok,,není označeno jako neplatné,ano
Z9-10-084,Z9/10,84,2023-10-10,"69. Návrh zpeněžení pozemku p. č. 291/3, jehož součástí je stavba – jiná stavba Nádražní 678/6, v k. ú. Město Brno (bývalé kino Čas) formou veřejné elektronické dobrovolné dražby",Přijato,a1727357c5cab466,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-84-53141.html,47,44,0,2,1,ok,,není označeno jako neplatné,ano
Z9-10-085,Z9/10,85,2023-10-10,"Body č. 71, 73, 75, 76, 79, 80, 82",Přijato,26fd327561910909,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-85-53256.html,47,43,0,3,1,ok,,není označeno jako neplatné,ano
Z9-10-086,Z9/10,86,2023-10-10,Body č. 83-90,Přijato,e82dbdfe289d1121,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-86-53315.html,47,43,0,3,1,ok,,není označeno jako neplatné,ano
Z9-10-087,Z9/10,87,2023-10-10,91. Návrh nabytí spoluvlastnických podílů na pozemcích v k. ú. Nový Lískovec v souvislosti s projektem „Bytová výstavba v lokalitě Kamenný vrch II“ a návrh rozpočtového opatření,Přijato,e0f37a23dd9283ee,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-87-53351.html,47,46,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-088,Z9/10,88,2023-10-10,Body č. 92- 94,Přijato,f5c63d986d776024,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-88-53385.html,47,43,0,2,2,ok,,není označeno jako neplatné,ano
Z9-10-090,Z9/10,90,2023-10-10,Body č. 95-100,Přijato,2729e543a2498548,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-90-53452.html,47,43,0,3,1,ok,,není označeno jako neplatné,ano
Z9-10-091,Z9/10,91,2023-10-10,"101. Návrh směny pozemků a staveb v k. ú. Starý Lískovec s TJ Tatran Starý Lískovec, z. s.",Přijato,d7c92977fea19caf,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-91-53493.html,47,46,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-092,Z9/10,92,2023-10-10,"102. Návrh směny pozemků v k. ú. Bohunice s TJ Tatran Bohunice, z. s.",Přijato,20d691612d514987,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-92-53523.html,47,44,0,1,2,ok,,není označeno jako neplatné,ano
Z9-10-093,Z9/10,93,2023-10-10,103. Návrh směny pozemků a části pozemku v k. ú. Černovice s Českou republikou – Psychiatrickou nemocnicí Brno,Přijato,cdb6c289b671e822,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-93-53554.html,47,46,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-094,Z9/10,94,2023-10-10,"104. Návrh směny části pozemku p. č. 965/169 k. ú. Ivanovice za pozemky p. č. 965/360, 965/361, 965/362, 965/276 vše v k. ú. Ivanovice",Přijato,6fc18fba46a11b78,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-94-53587.html,47,42,0,4,1,ok,,není označeno jako neplatné,ano
Z9-10-095,Z9/10,95,2023-10-10,"105. Návrh svěření majetku města městské části Brno-Medlánky, pozemků p. č. 414/72, p. č. 414/8, p. č. 414/75, p. č. 991/64, p. č. 984/7, p. č. 996/1, p. č. 983/1, p. č. 983/7, p. č. 1012/6, p. č. 1012/7, p. č. 1818, p. č. 1839, p. č. 545 k. ú. Medlánky",Přijato,63cb35b41b5d2da6,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-95-53636.html,47,44,1,2,0,ok,,není označeno jako neplatné,ano
Z9-10-096,Z9/10,96,2023-10-10,"106. Návrh svěření majetku města městské části Brno-Židenice, pozemků p. č. 259/2, p. č. 260, p. č. 263/2 k. ú. Židenice",Přijato,9a4cf4bc906ff26f,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-96-53667.html,48,48,0,0,0,ok,,není označeno jako neplatné,ano
Z9-10-097,Z9/10,97,2023-10-10,"107. Návrh svěření majetku města městské části Brno-jih, pozemek p. č. 689/23 v k. ú. Horní Heršpice",Přijato,592e7c8183d739c7,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-97-53699.html,48,47,0,0,1,ok,,není označeno jako neplatné,ano
Z9-10-098,Z9/10,98,2023-10-10,"108. Návrh svěření majetku města městské části Brno-Jundrov, pozemku p. č. 2659/71 v k. ú. Jundrov, obec Brno",Přijato,eac174bfd069cc9d,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-98-53729.html,48,40,0,5,3,ok,,není označeno jako neplatné,ano
Z9-10-099,Z9/10,99,2023-10-10,"109. Návrh svěření majetku města městské části Brno-střed, pozemků p. č. 1663/1 a p. č. 1664/1, vše k. ú. Veveří, obec Brno",Přijato,f1fdc205c7617eaf,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-99-53758.html,48,47,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-100,Z9/10,100,2023-10-10,"110. Návrh odnětí majetku města městské části Brno-jih, pozemku p. č. 1984/4 k. ú. Horní Heršpice",Přijato,16f2673c49634820,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-100-53789.html,48,46,0,2,0,ok,,není označeno jako neplatné,ano
Z9-10-101,Z9/10,101,2023-10-10,"111. Návrh odnětí svěřeného majetku města městské části Brno-střed, id. 1/14 pozemků v k. ú. Kounické Předměstí",Přijato,379b0e335e5bbaa3,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-101-53818.html,48,45,0,3,0,ok,,není označeno jako neplatné,ano
Z9-10-102,Z9/10,102,2023-10-10,"112. Návrh souhlasného prohlášení týkající se uznání vlastnictví stavby velínu umístěné na pozemku p. č. 2618/44 a na částech pozemku p. č. 2618/11, vše v k. ú. Husovice, pro Českou republiku – Ředitelství silnic a dálnic ČR",Přijato,14e0931845733ed2,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-102-53856.html,48,44,0,1,3,ok,,není označeno jako neplatné,ano
Z9-10-103,Z9/10,103,2023-10-10,113. Návrh dohody o spolupráci mezi statutárním městem Brnem a městem Modřice na využití kanalizační sítě a na propojení chodníkem,Přijato,5a26378ebddab8b0,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-103-53888.html,48,43,0,3,2,ok,,není označeno jako neplatné,ano
Z9-10-104,Z9/10,104,2023-10-10,"114. Návrh Smlouvy o spolupráci (při zajištění realizace projektu „EUROPOINT BRNO“) mezi statutárním městem Brnem a Správou železnic, státní organizací",Přijato,1418cc891a8145a9,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-104-53919.html,48,44,0,3,1,ok,,není označeno jako neplatné,ano
Z9-10-105,Z9/10,105,2023-10-10,115. Návrh Dodatku č. 1 ke Smlouvě o spolupráci „Nová Zbrojovka – Prodloužení ulice Markéty Kuncové“,Přijato,b627216b8e055f4f,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-105-54022.html,48,47,0,1,0,ok,,není označeno jako neplatné,ano
Z9-10-106,Z9/10,106,2023-10-10,"116. Návrh postupu pro přípravu území v souladu s územně plánovací dokumentací, a to vyklizením hromadných staveb garáží v lokalitě při ul. Rybkova",Přijato,a8e2829cb00f413b,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-106-54058.html,48,39,0,7,2,ok,,není označeno jako neplatné,ano
Z9-10-107,Z9/10,107,2023-10-10,117. Územní plán zóny Kraví hora – návrh na zrušení formou opatření obecné povahy,Přijato,db59b4b143c8f6e0,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-107-54090.html,48,45,0,2,1,ok,,není označeno jako neplatné,ano
Z9-10-108,Z9/10,108,2023-10-10,119. Záměr poskytnutí individuálních investičních dotací z rozpočtu města Brna žadatelům v programech Národní sportovní agentury,Přijato,b95e78cae8b2eaaa,https://apl.brno.cz/protokoly-zmb/zmb-z9-10/20231010-108-54128.html,48,47,0,1,0,ok,,není označeno jako neplatné,ano
Z9-11-001,Z9/11,1,2023-10-18,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",Přijato,35215bb912ada70b,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-1-33851.html,52,52,0,0,0,ok,,není označeno jako neplatné,ano
Z9-11-002,Z9/11,2,2023-10-18,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",Přijato,560f0cf8bb3448b8,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-2-34000.html,52,48,0,2,2,ok,,není označeno jako neplatné,ano
Z9-11-003,Z9/11,3,2023-10-18,"2. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti Teplárny Brno, a. s.",Přijato,c77a9052672ee471,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-3-34428.html,52,48,0,3,1,ok,,není označeno jako neplatné,ano
Z9-11-004,Z9/11,4,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - stažení bodu",Nepřijato,1eca1b45e307fdd3,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-4-44430.html,51,10,7,14,20,ok,,není označeno jako neplatné,ano
Z9-11-005,Z9/11,5,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - prodloužení času jednání",Přijato,2b95bf25193a5374,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-5-47048.html,50,45,3,1,1,ok,,není označeno jako neplatné,ano
Z9-11-007,Z9/11,7,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - tajné hlasování o variantním návrhu usnesení",Přijato,316596c68d910dc3,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-7-47404.html,51,28,14,6,3,ok,,není označeno jako neplatné,ano
Z9-11-008,Z9/11,8,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - hlasování o návrhu pí Flamikové",Nepřijato,be6dad6df470c66c,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-8-47512.html,49,6,0,9,34,ok,,není označeno jako neplatné,ano
Z9-11-009,Z9/11,9,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - 1. část usnesení",Přijato,c8b3b132d0b3dc4c,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-9-47570.html,47,30,0,3,14,ok,,není označeno jako neplatné,ano
Z9-11-010,Z9/11,10,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - sčitatelé",Přijato,53d4a0f0955a2b64,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-10-49295.html,43,37,0,0,6,ok,,není označeno jako neplatné,ano
Z9-11-012,Z9/11,12,2023-10-18,"3. Projekt OHB II – linka K1 – poskytnutí informací od obchodní společnosti SAKO Brno, a. s., návrh koncernových pokynů - 2. část usnesení - var. A",Dílčí protokol; celé usnesení přijato dle zápisu,fbe631e8797a0fcb,https://apl.brno.cz/protokoly-zmb/zmb-z9-11/20231018-12-49543.html,1,1,0,0,0,ok,"Dílčí elektronické hlasování pouze pro účastníky on-line; prezenční hlasy byly tajné. Viz zápis Z9/11, s. 37–38.",není označeno jako neplatné,ne
Z9-12-001,Z9/12,1,2023-11-14,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",Přijato,bc7fb76f05eee1f3,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-1-29754.html,50,50,0,0,0,ok,,není označeno jako neplatné,ano
Z9-12-002,Z9/12,2,2023-11-14,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o stažení bodu č. 99",Přijato,1e43d1bfa92fbd27,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-2-29925.html,50,49,0,0,1,ok,,není označeno jako neplatné,ano
Z9-12-003,Z9/12,3,2023-11-14,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",Přijato,3a451905c519a408,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-3-29956.html,50,49,0,0,1,ok,,není označeno jako neplatné,ano
Z9-12-004,Z9/12,4,2023-11-14,4. Návrh harmonogramu zasedání Zastupitelstva města Brna v roce 2024,Přijato,5e871f52c20d3bf2,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-4-29985.html,50,49,0,0,1,ok,,není označeno jako neplatné,ano
Z9-12-005,Z9/12,5,2023-11-14,5. Návrh obecně závazné vyhlášky o poplatku za obecní systém odpadového hospodářství,Přijato,0439860cb4b31663,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-5-30018.html,50,48,0,0,2,ok,,není označeno jako neplatné,ano
Z9-12-006,Z9/12,6,2023-11-14,"6. Návrh Protokolu č. 75 o vynětí majetku statutárního města Brna ze správy Veřejné zeleně města Brna, příspěvkové organizace",Přijato,5d4b02131ec73050,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-6-30049.html,50,50,0,0,0,ok,,není označeno jako neplatné,ano
Z9-12-007,Z9/12,7,2023-11-14,7. Výsledky hospodaření statutárního města Brna za I.–III. čtvrtletí roku 2023,Přijato,b1f445dbc08e45fa,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-7-30079.html,50,43,0,7,0,ok,,není označeno jako neplatné,ano
Z9-12-008,Z9/12,8,2023-11-14,8. Návrh rozpočtového opatření – aktualizace rozpočtu zdrojů města Brna na rok 2023,Přijato,88a05a655813b4b1,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-8-30109.html,50,45,0,5,0,ok,,není označeno jako neplatné,ano
Z9-12-009,Z9/12,9,2023-11-14,"9. Návrh příjmů, které město Brno postoupí v roce 2024 do rozpočtů městských částí",Přijato,0967790bded64733,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-9-31900.html,50,46,0,1,3,ok,,není označeno jako neplatné,ano
Z9-12-010,Z9/12,10,2023-11-14,10. Žádost Policie České republiky o prominutí dluhu za umístění psů v útulku Městské policie Brno,Přijato,22bf9b70ab346d7e,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-10-31989.html,51,41,6,2,2,ok,,není označeno jako neplatné,ano
Z9-12-011,Z9/12,11,2023-11-14,"11. Veletrhy Brno, a. s. - náhrada újmy vzniklé v důsledku plnění Koncernového pokynu č. 01/2021 – část III., návrh Smlouvy o náhradě újmy",Přijato,e932fa0cf4015a3c,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-11-32024.html,51,44,0,7,0,ok,,není označeno jako neplatné,ano
Z9-12-012,Z9/12,12,2023-11-14,"12. Tvorba Fondu rezerv a rozvoje z nedočerpaných výdajů rozpočtu Městské policie Brno na rok 2023, návrh rozpočtového opatření",Přijato,9929456ebdd4e6a4,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-12-32052.html,51,51,0,0,0,ok,,není označeno jako neplatné,ano
Z9-12-013,Z9/12,13,2023-11-14,13. Aktualizace rozpočtu Odboru investičního MMB – listopad 2023 – návrh rozpočtového opatření,Přijato,2b653f55e6e1d3f0,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-13-32086.html,51,48,0,1,2,ok,,není označeno jako neplatné,ano
Z9-12-014,Z9/12,14,2023-11-14,14. Aktualizace rozpočtu Odboru participace MMB – listopad 2023 – návrh rozpočtového opatření,Přijato,3bdfb1a5bfa8a1d9,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-14-32115.html,51,45,0,5,1,ok,,není označeno jako neplatné,ano
Z9-12-015,Z9/12,15,2023-11-14,15. Aktualizace očekávaného čerpání rozpočtu kapitálových a běžných výdajů Odboru vodního a lesního hospodářství a zemědělství MMB v roce 2023 – návrh rozpočtového opatření,Přijato,621257b0a7827d37,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-15-32150.html,51,43,0,5,3,ok,,není označeno jako neplatné,ano
Z9-12-016,Z9/12,16,2023-11-14,16. Aktualizace rozpočtu běžných výdajů Odboru dopravy MMB a běžných a kapitálových výdajů Fondu mobility – listopad 2023 – návrh rozpočtového opatření,Přijato,ec9ec90ddac0229e,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-16-32182.html,51,44,5,1,1,ok,,není označeno jako neplatné,ano
Z9-12-017,Z9/12,17,2023-11-14,17. Návrh rozpočtového opatření – Aktualizace očekávaného čerpání rozpočtu kapitálových výdajů Odboru městské informatiky MMB v roce 2023,Přijato,e008fed49ccdf240,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-17-32222.html,51,42,0,7,2,ok,,není označeno jako neplatné,ano
Z9-12-018,Z9/12,18,2023-11-14,18. Tvorba Fondu rezerv a rozvoje na základě očekávaného nedočerpání rozpočtu kapitálových výdajů Odboru životního prostředí MMB roku 2023 – návrh rozpočtového opatření,Přijato,1e1c44d2f1e12820,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-18-32256.html,51,46,0,5,0,ok,,není označeno jako neplatné,ano
Z9-12-019,Z9/12,19,2023-11-14,"19. Tvorba Fondu rezerv a rozvoje, návrh na poskytnutí příspěvků Správě hřbitovů města Brna, příspěvkové organizaci – návrh rozpočtového opatření",Přijato,40ef006eb31b1279,https://apl.brno.cz/protokoly-zmb/zmb-z9-12/20231114-19-32302.html,51,44,0,6,1,ok,,není označeno jako neplatné,ano
