hlasovani_id,zasedani,cislo,datum,predmet,vysledek,zdroj_id,url,pritomno,ano,ne,zdrzel_se,nehlasoval,kontrola,omezeni,platnost_dle_zapisu,pouzitelne_pro_statistiky
Z9-01-001,Z9/01,1,2022-10-20,1. Technický bod - ověřovatelé zápisu,Přijato,48f2049f36d8888d,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-1-30975.html,54,53,0,0,1,ok,,není označeno jako neplatné,ano
Z9-01-002,Z9/01,2,2022-10-20,1. Technický bod - program,Přijato,9c2a1ec9ad7447f6,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-2-31055.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-01-003,Z9/01,3,2022-10-20,2. Stanovení počtu členek/členů Rady města Brna,Přijato,fbce0c21c16771d7,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-3-31137.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-01-004,Z9/01,4,2022-10-20,3. Zřízení výborů Zastupitelstva města Brna a stanovení počtu jejich členek/členů,Přijato,76d6f8c4a728a1cd,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-4-31258.html,54,53,0,0,1,ok,,není označeno jako neplatné,ano
Z9-01-005,Z9/01,5,2022-10-20,"4. Určení funkcí, pro které budou členky/členové Zastupitelstva města Brna dlouhodobě uvolněny/uvolněni",Přijato,2bc27c0d67b572c7,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-5-31413.html,54,47,0,7,0,ok,,není označeno jako neplatné,ano
Z9-01-006,Z9/01,6,2022-10-20,"4. Určení funkcí, pro které budou členky/členové Zastupitelstva města Brna dlouhodobě uvolněny/uvolněni - 2. část usnesení",Přijato,3abb0be9ac2f9ab8,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-6-31521.html,54,45,0,7,2,ok,,není označeno jako neplatné,ano
Z9-01-007,Z9/01,7,2022-10-20,"5. Volební řád pro volbu primátora, náměstků primátora, dalších členů Rady města Brna a pro volbu dalších dlouhodobě uvolněných členů Zastupitelstva města Brna a volební komise pro jejich volbu - volba volební komise",Přijato,473abd7502e8f3e5,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-7-31686.html,54,53,0,1,0,ok,,není označeno jako neplatné,ano
Z9-01-009,Z9/01,9,2022-10-20,6. Volba primátorky/primátora města Brna - JUDr. Markéta Vaňková,Přijato,f53723cdb35d7644,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-9-32374.html,54,42,5,7,0,ok,,není označeno jako neplatné,ano
Z9-01-010,Z9/01,10,2022-10-20,7. Volba náměstkyň/náměstků primátorky města Brna - volba 1. náměstkyně/náměstka - Mgr. René Černý,Přijato,17063e20991f4475,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-10-32976.html,54,42,5,7,0,ok,,není označeno jako neplatné,ano
Z9-01-011,Z9/01,11,2022-10-20,7. Volba náměstkyň/náměstků primátorky města Brna - volba 2. náměstkyně/náměstka - Mgr. Jaroslav Suchý,Přijato,9f2b4123fb0f1fc6,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-11-33419.html,54,46,5,3,0,ok,,není označeno jako neplatné,ano
Z9-01-012,Z9/01,12,2022-10-20,7. Volba náměstkyň/náměstků primátorky města Brna - volba 3. náměstkyně/náměstka - JUDr. Robert Kerndl,Přijato,e9217ece460ced87,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-12-33815.html,54,42,5,7,0,ok,,není označeno jako neplatné,ano
Z9-01-013,Z9/01,13,2022-10-20,7. Volba náměstkyň/náměstků primátorky města Brna - volba 4. náměstkyně/náměstka - Ing. Karin Karasová,Přijato,12568e638ac5f450,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-13-34218.html,54,42,6,6,0,ok,,není označeno jako neplatné,ano
Z9-01-014,Z9/01,14,2022-10-20,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro dopravu a správu městských účástí - Ing. Petr Kratochvíl,Přijato,53f0f5538b2d9586,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-14-34688.html,54,41,5,7,1,ok,,není označeno jako neplatné,ano
Z9-01-015,Z9/01,15,2022-10-20,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro sport a informační technologie - Bc. Tomáš Aberl,Přijato,e13dbe84e2d316a1,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-15-35182.html,54,43,6,5,0,ok,,není označeno jako neplatné,ano
Z9-01-016,Z9/01,16,2022-10-20,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro územní plánování - Ing. arch. Petr Bořecký,Přijato,e3ee05862a451120,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-16-35521.html,54,42,3,7,2,ok,,není označeno jako neplatné,ano
Z9-01-017,Z9/01,17,2022-10-20,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro majetek - JUDr. Jiří Oliva,Přijato,7a88dd05417871ac,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-17-35867.html,54,41,5,6,2,ok,,není označeno jako neplatné,ano
Z9-01-018,Z9/01,18,2022-10-20,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro školství - JUDr. Irena Matonohová,Přijato,80ede8e8737e6a06,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-18-36248.html,54,41,5,7,1,ok,,není označeno jako neplatné,ano
Z9-01-019,Z9/01,19,2022-10-20,"8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro participativní rozpočet, Brno bezbariérové, zdravé město a prorodinnou politiku - RNDr. Filip Chvátal, Ph.D.",Přijato,8aaac26511b090ca,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-19-36641.html,54,43,5,5,1,ok,,není označeno jako neplatné,ano
Z9-01-020,Z9/01,20,2022-10-20,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - pro oblast marketingu a PR - Bc. Kateřina Jarošová, MBA",Přijato,25ba10cd3410a7e5,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-20-37119.html,54,42,0,11,1,ok,,není označeno jako neplatné,ano
Z9-01-021,Z9/01,21,2022-10-20,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - pro oblast inovace a spolupráce s výzkumnými organizacemi - doc. RNDr. Anna Putnová, Ph.D., MBA",Přijato,abf41f890e1c70bc,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-21-37489.html,54,41,5,7,1,ok,,není označeno jako neplatné,ano
Z9-01-022,Z9/01,22,2022-10-20,9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - předseda Kontrolního výboru Zastupitelstva města Brna - Bc. Matěj Hollan,Nepřijato,db99ee9f362afd9a,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-22-41353.html,51,4,12,30,5,ok,,není označeno jako neplatné,ano
Z9-01-023,Z9/01,23,2022-10-20,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - předseda Kontrolního výboru Zastupitelstva města Brna - doc. MUDr. Tomáš Skřička, CSc.",Přijato,8eb067a05b7cd080,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-23-41381.html,52,43,1,3,5,ok,,není označeno jako neplatné,ano
Z9-01-024,Z9/01,24,2022-10-20,"10. Volební řád pro volbu neuvolněných předsedů, místopředsedů a členů výborů Zastupitelstva města Brna a volební komise pro jejich volbu - hlasování o upravené 1. části usnesení a o upraveném volebním řádu",Přijato,343be1520ddd2f14,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-24-41717.html,54,53,0,1,0,ok,,není označeno jako neplatné,ano
Z9-01-025,Z9/01,25,2022-10-20,"10. Volební řád pro volbu neuvolněných předsedů, místopředsedů a členů výborů Zastupitelstva města Brna a volební komise pro jejich volbu - volba volební komise",Přijato,5b06f0fb66eb9bc6,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-25-41826.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-01-026,Z9/01,26,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - předsedkyně - Ing. Andrea Pazderová",Přijato,98e883a9dccaa4f7,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-26-42116.html,53,44,1,8,0,ok,,není označeno jako neplatné,ano
Z9-01-027,Z9/01,27,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - místopředseda - JUDr. Michal Marek",Přijato,683636de5dad8704,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-27-42342.html,54,47,0,7,0,ok,,není označeno jako neplatné,ano
Z9-01-028,Z9/01,28,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - členové",Přijato,d09418e66fa81166,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-28-42600.html,54,53,0,1,0,ok,,není označeno jako neplatné,ano
Z9-01-029,Z9/01,29,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Kontrolní výbor - místopředsedkyně - Mgr. Monika Lukášová Spilková, Ph.D.",Přijato,e309f4531cd00045,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-29-42908.html,53,45,0,5,3,ok,,není označeno jako neplatné,ano
Z9-01-030,Z9/01,30,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Kontrolní výbor - členové",Přijato,4564ae391222d75f,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-30-43203.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-01-031,Z9/01,31,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - předseda - Mgr. Břetislav Štefan",Přijato,a4231149f620b377,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-31-43526.html,54,47,2,5,0,ok,,není označeno jako neplatné,ano
Z9-01-032,Z9/01,32,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - místopředseda - JUDr. Michal Chládek, MBA",Přijato,558159e75b908a71,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-32-43717.html,54,46,0,8,0,ok,,není označeno jako neplatné,ano
Z9-01-033,Z9/01,33,2022-10-20,3. Zřízení výborů Zastupitelstva města Brna a stanovení počtu jejich členek/členů Výbor pro národnostní menšiny - počet členů 15,Přijato,0edbe00ccb068e49,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-33-44057.html,54,53,0,1,0,ok,,není označeno jako neplatné,ano
Z9-01-034,Z9/01,34,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - členové",Přijato,c3d416057ebf9745,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-34-44118.html,54,53,0,1,0,ok,,není označeno jako neplatné,ano
Z9-01-035,Z9/01,35,2022-10-20,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - ukládací část",Přijato,ddd5414bf96a7c37,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-35-44302.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-01-036,Z9/01,36,2022-10-20,12. Návrh delegování zástupkyň/zástupců statutárního města Brna na valné hromady obchodních společností s menší než 100% majetkovou účastí města,Přijato,2a2e2fb4c8d3b1ac,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-36-44459.html,54,47,1,5,1,ok,,není označeno jako neplatné,ano
Z9-01-037,Z9/01,37,2022-10-20,13. Návrh na změny v orgánech obchodních společností s menší než 100% majetkovou účastí statutárního města Brna,Přijato,239a3f7abbb9ff8d,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-37-44895.html,54,47,2,5,0,ok,,není označeno jako neplatné,ano
Z9-01-038,Z9/01,38,2022-10-20,14. Návrh harmonogramu zasedání Zastupitelstva města Brna do konce roku 2022 a v roce 2023,Přijato,27a66d3d915bee29,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-38-44955.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-01-039,Z9/01,39,2022-10-20,15. Uložení úkolů neuvolněným členkám/členům Zastupitelstva města Brna,Přijato,28e4684ad38955fc,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-39-45019.html,54,49,0,4,1,ok,,není označeno jako neplatné,ano
Z9-01-040,Z9/01,40,2022-10-20,16. Určení člena Zastupitelstva města Brna pro spolupráci s Odborem územního plánování a rozvoje Magistrátu města Brnapři pořizování územně plánovací dokumentace a jejích změn,Přijato,c7e29eecbaaed2d5,https://apl.brno.cz/protokoly-zmb/zmb-z9-01/20221020-40-45067.html,54,48,0,6,0,ok,,není označeno jako neplatné,ano
Z9-02-001,Z9/02,1,2022-11-15,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",Přijato,60a535b1643e16ff,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-1-29685.html,54,53,0,0,1,ok,,není označeno jako neplatné,ano
Z9-02-002,Z9/02,2,2022-11-15,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o zařazení bodu č. 91, 92, 93, 94, 95",Přijato,4fe0d13fc9d3a8b2,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-2-29979.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-02-003,Z9/02,3,2022-11-15,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",Přijato,125e5e0e0b5c18c2,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-3-29997.html,54,54,0,0,0,ok,,není označeno jako neplatné,ano
Z9-02-004,Z9/02,4,2022-11-15,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů,Přijato,9b847697fb39914c,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-4-30127.html,54,51,0,0,3,ok,,není označeno jako neplatné,ano
Z9-02-005,Z9/02,5,2022-11-15,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba volební komise,Přijato,ec86e3689b3e8f07,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-5-30237.html,54,53,0,0,1,ok,,není označeno jako neplatné,ano
Z9-02-006,Z9/02,6,2022-11-15,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba členů výboru,Přijato,6e4391a73c2fe5cc,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-6-30715.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-007,Z9/02,7,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Beznosik,Nepřijato,67b4e2e68a66313b,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-7-32307.html,54,6,3,36,9,ok,,není označeno jako neplatné,ano
Z9-02-008,Z9/02,8,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - pí Dubová,Přijato,9ed1979f385c5807,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-8-32340.html,54,43,2,7,2,ok,,není označeno jako neplatné,ano
Z9-02-009,Z9/02,9,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Vencálek,Nepřijato,9fd61580971cb5d7,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-9-32366.html,54,6,2,37,9,ok,,není označeno jako neplatné,ano
Z9-02-010,Z9/02,10,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Beznosik,Nepřijato,9a912b7da02f8704,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-10-32589.html,54,6,1,36,11,ok,,není označeno jako neplatné,ano
Z9-02-011,Z9/02,11,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - pí Dubová,Přijato,b58951d493afb907,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-11-32610.html,54,40,1,9,4,ok,,není označeno jako neplatné,ano
Z9-02-012,Z9/02,12,2022-11-15,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Vencálek,Nepřijato,6039ccb37cd46e29,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-12-32635.html,54,6,0,33,15,ok,,není označeno jako neplatné,ano
Z9-02-013,Z9/02,13,2022-11-15,"6. Odměňování neuvolněných členů Zastupitelstva města Brna a členů komisí Rady města Brna a výborů Zastupitelstva města Brna, kteří nejsou členy Zastupitelstva města Brna",Přijato,29e065bcb1a05b95,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-13-32925.html,54,49,0,2,3,ok,,není označeno jako neplatné,ano
Z9-02-014,Z9/02,14,2022-11-15,"7. Návrh změny stanov obchodní společnosti Brněnské komunikace, a. s.",Přijato,bdd7f1566e4fedfb,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-14-32957.html,54,47,0,3,4,ok,,není označeno jako neplatné,ano
Z9-02-015,Z9/02,15,2022-11-15,"8. Návrh změny stanov obchodní společnosti Veletrhy Brno, a. s.",Přijato,8082309ac35acd36,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-15-32988.html,54,45,0,4,5,ok,,není označeno jako neplatné,ano
Z9-02-016,Z9/02,16,2022-11-15,"9. Návrh změny stanov obchodní společnosti CD CENTRUM COMS, a. s.",Přijato,d331827c59b56008,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-16-33020.html,54,50,0,0,4,ok,,není označeno jako neplatné,ano
Z9-02-017,Z9/02,17,2022-11-15,10. Aktualizace Přílohy č. 3 Koncepce podpory požární ochrany a ochrany obyvatelstva ve městě Brně,Přijato,7d947e6e9eee36a8,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-17-33053.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-018,Z9/02,18,2022-11-15,"11. Návrh Protokolu č. 28 o předání majetku statutárního města Brna k hospodaření Zoo Brno a stanici zájmových činností, příspěvkové organizaci",Přijato,cd88ba5efa6c2db2,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-18-33090.html,54,47,0,5,2,ok,,není označeno jako neplatné,ano
Z9-02-019,Z9/02,19,2022-11-15,13. Výsledky hospodaření statutárního města Brna za I.-III. čtvrtletí roku 2022,Přijato,e00038b2f8cb2704,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-19-33121.html,54,47,0,6,1,ok,,není označeno jako neplatné,ano
Z9-02-020,Z9/02,20,2022-11-15,"14. Návrh příjmů, které město Brno postoupí v roce 2023 do rozpočtů městských částí",Přijato,ad69de45a965647e,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-20-33153.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-021,Z9/02,21,2022-11-15,15. Návrh rozpočtového opatření – aktualizace rozpočtu zdrojů města Brna na rok 2022,Přijato,ffda37e000e99ca3,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-21-33183.html,54,48,0,5,1,ok,,není označeno jako neplatné,ano
Z9-02-022,Z9/02,22,2022-11-15,16. Aktualizace rozpočtu Odboru investičního MMB – listopad 2022 – návrh rozpočtového opatření,Přijato,8aba0e2f8c3d44e1,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-22-33218.html,54,45,0,5,4,ok,,není označeno jako neplatné,ano
Z9-02-023,Z9/02,23,2022-11-15,17. Aktualizace očekávaného čerpání rozpočtu kapitálových výdajů Odboru strategického rozvoje a spolupráce MMB v roce 2022 – návrh rozpočtového opatření,Přijato,40a51d216bd7a210,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-23-33251.html,54,48,0,5,1,ok,,není označeno jako neplatné,ano
Z9-02-024,Z9/02,24,2022-11-15,18. Návrh rozpočtového opatření – Aktualizace očekávaného čerpání rozpočtu běžných výdajů Odboru zdraví MMB v roce 2022,Přijato,4cdc7a0856dc5f02,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-24-33283.html,54,46,0,5,3,ok,,není označeno jako neplatné,ano
Z9-02-025,Z9/02,25,2022-11-15,19. Aktualizace očekávaného čerpání rozpočtu běžných a kapitálových výdajů Odboru sportu MMB v roce 2022 – návrh rozpočtového opatření,Přijato,6f2221fbc81d3939,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-25-33314.html,54,48,0,5,1,ok,,není označeno jako neplatné,ano
Z9-02-026,Z9/02,26,2022-11-15,"20. Návrh rozpočtového opatření – aktualizace rozpočtu kapitálových a běžných výdajů Odboru dopravy MMB, rozpočtu kapitálových výdajů Fondu mobility a rozpočtu kapitálových výdajů Fondu developerských projektů v roce 2022",Přijato,8a7e860aa4325374,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-26-33351.html,54,45,0,5,4,ok,,není označeno jako neplatné,ano
Z9-02-027,Z9/02,27,2022-11-15,21. Návrh rozpočtového opatření – aktualizace očekáváného čerpání rozpočtu běžných a kapitálových výdajů Odboru vnitřních věcí MMB v roce 2022,Přijato,edfc9fa3c685786f,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-27-33385.html,54,46,0,5,3,ok,,není označeno jako neplatné,ano
Z9-02-028,Z9/02,28,2022-11-15,"22. Úprava rozpočtu – přesun finančních prostředků v rámci rozpočtu Odboru správy majetku, návrh rozpočtového opatření",Přijato,947b8b48b0cb3cf8,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-28-33416.html,54,48,0,5,1,ok,,není označeno jako neplatné,ano
Z9-02-029,Z9/02,29,2022-11-15,23. Návrh rozpočtového opatření – pokrytí zvýšených výdajů Odboru správy majetku MMB na dodávky tepla v objektech ve správě Odboru správy majetku MMB,Přijato,1e0d540b1a82f050,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-29-33450.html,54,47,0,6,1,ok,,není označeno jako neplatné,ano
Z9-02-030,Z9/02,30,2022-11-15,24. Návrh na poskytnutí investičních a neinvestičních transferů městským částem z rozpočtu Odboru investičního MMB v rámci postoupených příjmů od města na rok 2023,Přijato,8b57edea729d188a,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-30-33489.html,54,47,0,5,2,ok,,není označeno jako neplatné,ano
Z9-02-031,Z9/02,31,2022-11-15,25. Návrh rozpočtového opatření na zajištění provozu obecního systému odpadového hospodářství statutárního města Brna,Přijato,8b4febb6e27325d0,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-31-33522.html,54,44,0,4,6,ok,,není označeno jako neplatné,ano
Z9-02-032,Z9/02,32,2022-11-15,26. Návrh rozpočtového opatření na zajištění rekonstrukcí sběrných středisek odpadů,Přijato,db2dddc68ee50f51,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-32-33624.html,54,45,5,0,4,ok,,není označeno jako neplatné,ano
Z9-02-033,Z9/02,33,2022-11-15,27. Návrh rozpočtového opatření – stavební práce související s umístěním měřící stanice Komárov,Přijato,7556c0811fda285a,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-33-33657.html,54,46,0,4,4,ok,,není označeno jako neplatné,ano
Z9-02-034,Z9/02,34,2022-11-15,"28. Návrh na poskytnutí investičních dotací v rámci dotačního programu ""Podpora vytváření zelených střech""",Přijato,12418d96d1a70682,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-34-33686.html,54,47,0,5,2,ok,,není označeno jako neplatné,ano
Z9-02-035,Z9/02,35,2022-11-15,"29. Návrh na poskytnutí investičních dotací v rámci dotačního programu ""Podpora využití srážkové vody""",Přijato,fad1f07f72ffe623,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-35-33719.html,54,46,0,5,3,ok,,není označeno jako neplatné,ano
Z9-02-036,Z9/02,36,2022-11-15,30. Žádosti o poskytnutí dotací dle Dotačního programu pro poskytnutí investičních dotací v oblasti kultury na nákup nezbytné techniky nebo hudebních nástrojů v roce 2022,Přijato,53b28e135d28a532,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-36-33755.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-037,Z9/02,37,2022-11-15,"31. Návrh na změnu účelu transferu na investice poskytnutého Muzeu města Brna, příspěvkové organizaci, v roce 2022",Přijato,a39e5382cc1a9167,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-37-33886.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-038,Z9/02,38,2022-11-15,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. A,Přijato,0a475c30cea3372d,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-38-34072.html,54,47,5,0,2,ok,,není označeno jako neplatné,ano
Z9-02-039,Z9/02,39,2022-11-15,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. B,Přijato,1a470f0ce727b9d4,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-39-34099.html,54,52,0,0,2,ok,,není označeno jako neplatné,ano
Z9-02-040,Z9/02,40,2022-11-15,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. C,Přijato,fdef60d9417dddf3,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-40-34123.html,54,46,0,4,4,ok,,není označeno jako neplatné,ano
Z9-02-041,Z9/02,41,2022-11-15,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. D,Přijato,543ac3983ff86692,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-41-34145.html,54,50,0,4,0,ok,,není označeno jako neplatné,ano
Z9-02-042,Z9/02,42,2022-11-15,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - bod 2,Přijato,25f6a80a1ecb62bf,https://apl.brno.cz/protokoly-zmb/zmb-z9-02/20221115-42-34183.html,54,48,0,5,1,ok,,není označeno jako neplatné,ano
