puvodni_url,opravena_url,stav,duvod
https://cosedeje.brno.cz/w/diky-virtualnimu-modelu-se-verejnost-na-vystavisti-projde-novym-brnenskym-hlavnim-nadrazim-v-realne-velikostiDíky virtuálnímu modelu se veřejnost na výstavišti projde novým brněnským hlavním nádražím v reálné velikosti,https://cosedeje.brno.cz/w/diky-virtualnimu-modelu-se-verejnost-na-vystavisti-projde-novym-brnenskym-hlavnim-nadrazim-v-realne-velikosti,ok,Text titulku byl v odkazujícím webu připojen k URL.
