id,url,kategorie,nazev,stazeno_utc,http_status,konecna_url,content_type,soubor,sha256,bajtu,stav,text,role_v_analyze,extrakce,pozadavkove_hlavicky
46b0b1680eaf247b,https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,kampan_2026,,2026-09-19T19:01:30Z,200,https://adc29cde-4151-4858-ba28-07df6956ec36.filesusr.com/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,application/pdf,zdroje/46b0b1680eaf247b.pdf,ace2f33471a19ae9c0c52175e214d7560f7ddc23bae846679bcff75a9e64d093,171068,ok,texty/46b0b1680eaf247b.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,ok,
745504fac9517dc9,https://motoristesobe.cz/motoriste-sobe-predstavili-lidry-pro-prahu-brno-a-ostravu-9573,kampan_2026,"Motoristé sobě představili lídry pro Prahu, Brno a Ostravu - Motoristé sobě",2026-09-19T19:02:41Z,200,https://motoristesobe.cz/motoriste-sobe-predstavili-lidry-pro-prahu-brno-a-ostravu-9573,text/html; charset=UTF-8,zdroje/745504fac9517dc9.html,c7e89a3f8de938a1b3926fbe75d53c2d3b5e27e89621085865689b42bac38af1,109216,ok,texty/745504fac9517dc9.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
35b44e8f185e7ebb,https://motoristesobe.cz/komunalni-volby,kampan_2026,Motoristé sobě,2026-09-19T19:02:41Z,200,https://motoristesobe.cz/komunalni-volby,text/html; charset=UTF-8,zdroje/35b44e8f185e7ebb.html,030ccf5b8adca05277ed16a700cec7c0d2e0611e0b58d91499cb65d6d7a93533,226689,ok,texty/35b44e8f185e7ebb.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
b52e58d8ce08ab8d,https://www.brno-b3.cz/,kampan_2026,B3! – Brno Brňankám a Brňanům,2026-09-19T19:02:41Z,200,https://www.brno-b3.cz/,text/html; charset=UTF-8,zdroje/b52e58d8ce08ab8d.html,f608a46db93444233cee2b5a70fd0f726dd7296bfa90728420b2edf182b8ed1e,133034,ok,texty/b52e58d8ce08ab8d.txt,Údržbová stránka B3!,,
57e6c35f1709e632,https://www.brno-b3.cz/program-pro-brno/,kampan_2026,Program pro Brno – B3! – Brno Brňankám a Brňanům,2026-09-19T19:02:42Z,200,https://www.brno-b3.cz/program-pro-brno/,text/html; charset=UTF-8,zdroje/57e6c35f1709e632.html,04bfeec2210a5e8a54f7cbfae9f774b09fa2d0531a12acfb4b8b72e697919cf0,131272,ok,texty/57e6c35f1709e632.txt,Stáří programu B3! neověřeno; nepoužit jako závazek 2026,,
f830a925cdc78ffe,https://www.brno-b3.cz/o-nas/,kampan_2026,O nás – B3! – Brno Brňankám a Brňanům,2026-09-19T19:02:42Z,200,https://www.brno-b3.cz/o-nas/,text/html; charset=UTF-8,zdroje/f830a925cdc78ffe.html,a032f5b1b60649367003280eedc858bb23c644cd2964ef435f006e90bd166396,147427,ok,texty/f830a925cdc78ffe.txt,Starší archiv B3!; pouze orientační,,
b0b7232944a526b8,https://www.metro.cz/kraje/jihomoravsky-kraj/spd-se-chce-v-brne-zamerit-na-bezpecnost-ci-reseni-bezdomovectvi.A260831_181618_metro-brno-zpravy_air,kampan_2026,SPD se chce v Brně zaměřit na bezpečnost či řešení bezdomovectví - Metro.cz,2026-09-19T19:02:43Z,200,https://www.metro.cz/kraje/jihomoravsky-kraj/spd-se-chce-v-brne-zamerit-na-bezpecnost-ci-reseni-bezdomovectvi.A260831_181618_metro-brno-zpravy_air,text/html; charset=windows-1250,zdroje/b0b7232944a526b8.html,96a0a6c961884b6264db152c4f0b5d10d6e8a787000eeda96af9ea3b59cc9d39,115404,ok,texty/b0b7232944a526b8.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
2f2cd4e0729b1211,https://socdem.cz/en/akt-aktuality/socialni-demokracie-jde-v-brne-znovu-do-boje/,kampan_2026,Sociální demokracie jde v Brně znovu do boje - Sociální demokracie,2026-09-19T19:02:43Z,200,https://socdem.cz/en/akt-aktuality/socialni-demokracie-jde-v-brne-znovu-do-boje/,text/html; charset=UTF-8,zdroje/2f2cd4e0729b1211.html,35052caaf3ac85d80d6774fcb8d1ff66d45c87771cc25d8fa7ba12d603197f79,115824,ok,texty/2f2cd4e0729b1211.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
911b21fa5dc6974d,https://www.restartprobrno.cz/volebni-program-doprava/,kampan_2026,Volební program – DOPRAVA – RESTART PRO BRNO,2026-09-19T19:02:44Z,200,https://www.restartprobrno.cz/volebni-program-doprava/,text/html; charset=UTF-8,zdroje/911b21fa5dc6974d.html,5230026e11e36fbea57f71ce8da28a40ab470ba10e6a976400b303dba95c4ee0,112791,ok,texty/911b21fa5dc6974d.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
7cd532f76333c653,https://www.restartprobrno.cz/volebni-program-bezpecnost/,kampan_2026,Volební program – BEZPEČNOST – RESTART PRO BRNO,2026-09-19T19:02:43Z,200,https://www.restartprobrno.cz/volebni-program-bezpecnost/,text/html; charset=UTF-8,zdroje/7cd532f76333c653.html,7ab1510fba877abe375340f74b862e55836879d64d196fefd98dbc1344b2a4e0,113344,ok,texty/7cd532f76333c653.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
2a6a7030b56079c9,https://www.restartprobrno.cz/volebni-program-bydleni/,kampan_2026,Volební program – BYDLENÍ – RESTART PRO BRNO,2026-09-19T19:02:43Z,200,https://www.restartprobrno.cz/volebni-program-bydleni/,text/html; charset=UTF-8,zdroje/2a6a7030b56079c9.html,9dadf0c9b68b68edf882a82c530bdf1fd3a2eaff3760c75a8f43918dd1819467,113164,ok,texty/2a6a7030b56079c9.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
0fad0c91e46486cb,https://www.restartprobrno.cz/volebni-program-socialni-oblast/,kampan_2026,Volební program – SOCIÁLNÍ OBLAST – RESTART PRO BRNO,2026-09-19T19:02:45Z,200,https://www.restartprobrno.cz/volebni-program-socialni-oblast/,text/html; charset=UTF-8,zdroje/0fad0c91e46486cb.html,376b9488c8da644dfd937da198f11489dccb1b5fe41ba4f69191d469e4880114,114153,ok,texty/0fad0c91e46486cb.txt,Dohledaný zdroj; použití konkrétního tvrzení určuje kampane_2026_tvrzeni.csv,,
